Twitter,Twitter_Verified,ETH_Address,Debank_Follower_Count,Base_Address,TVF,Net_Worth
bagogel12,False,0x3bfb3a55c7190ead733cd7b5a7dc80b2d9e9baba,394,,20766574,41646
VisionPepe,True,0x45f7c1b3e66e5936bfd3834effed93c82d8d069c,1213,,3766991,52390
Daria2366140978,True,0xac9cb697bd5779800ca7a4d7fb3cc0bc6c232b21,480,,3526390,188
TerryXiaoqian,True,0x32b0cb6280994dee658b966c99e5348ea0202c36,604,,3583151,1817
bats314159,False,0x7841708ee45e96464bbd5ec53f2f0b5671e720c2,542,,2555914,11208
sakanamanf,True,0x87a6d196177ab8b800bbf4218f6dc382920fe39b,732,0x6d01d8cab3a633b572893d92d296b77cc79ad910,2928824,2334
cos_pai,True,0x932aaf84e1f17a83abb4c21bd47dc5939bb0026e,809,0x58f1fa3d14f9cabc6c98550a93f8032d996276df,1939165,7519
milady,False,0x023ab8e20a4682d315daef4c91db96bd77934d66,144,0xd627bae0e317c7dff63e4be460a7acfffbfa524b,2277613,148362
urdzhar1996,True,0x0070f51f45a0ba576696bfac83f879dfd8278d72,785,,5186119,653
aleatoria_fort,True,0xa178c15dd95553da5b79c1ba0bde1659fa2e76c8,97,,493167,10082
FClown69,False,0x91ddeb35264287785762e666b5fba5da9e83b5c8,224,,1097073,13638
valery12298,True,0xedb6cf7cac43e0b79fb433a3602baccb91beb199,1046,,22646284,1359
Russsiklan,False,0x82aafa5136bdf51d6b63ec38aa8ce89e87edaaef,223,,1816800,8703
solidcashgrab,True,0xab20452fb647a7e257f91e065747889ff7a2e8dc,3625,,987976,1635
yu_liCCV,True,0x8687bbdf1f39b4c941aba5e743583cc75fa2c2cb,1681,,1183072,1440
SmilkaNazik,True,0xe7980687f4ad1a298c6200d343f407f783f72912,1816,0xb0c575c43e244d9c49380f2c57e497a29bca59a0,70001754,326
kalkis80,True,0xd9390b46a1749dee5325a490490491db9a826d1f,434,0xc6581478d356469939c1b7f1536eed1e26ff1711,1357351,7103
HaKDdRU1dRrIezU,True,0xc658cbe2f4d4867d9fec34edfc6f42adb9cc0498,315,,826999,456
leohu1314,True,0x5a4935bdab9b1177d812a38b27973ffc9558bcc0,121,,291743,15650
Denys_Demin,True,0xbfe98ba61eb224f657d392333f213f6d75cc6972,266,,39029893,70743
cryptoner7,True,0x9a378561ce63f31765482fb7fd5ab1a3bd7dea65,1157,0x9c0ee16348f0b475e9131d87f56d6c2bbb2ca4c0,2334153,5536
cybernowxyz,True,0xfa6e906dd9084d50be4b0e6ac13ef5b7186362e2,267,,632892,4402
Ihardlychase,True,0x8e0e3d4a18aa44904ebda87c5b42545d1cec2e5f,380,0xcc8d422f7cbf8937806902fc21933f32739d7579,18872525,4864
biz26171750,True,0xa1d396d81e045d474a5ca85c0cf09a65f5ec9011,383,0xcf7353d32d97e8ea78647604ac4befca1ac3fc68,20023198,5580
HindmachPenney,False,0x500bea59133e20dc63b7e88913b30348494b84ba,1005,,23922702,1860117
0xCoinAv,True,0x7e21749ab7fc3bc1a77fa5814cdfb651ca9e241c,325,,2643541,1559
wardarc,False,0xcc52f72c0813e1ada3e4acacd57d7ffeca3620ec,67,,631227,549
raketa2022,True,0x9e702ade7d608b689af5b6c156621607ef11ee22,417,,2303433,4944
morteza79533129,True,0x19ab096040f13cfa6a18ab2e0ca786bdfe8eacd0,1740,,3099107,10121
hukutu4_eth,True,0x854711f82e1df2dc0278f623e9c66a2dbef5389a,578,0x8304b518ea965704076162aa43dc4ebad024ac85,20704579,1904
Coffee_3_3,False,0x2c59900b9442b7a865f93219c04f553a0d7bd003,195,,1351407,202719
EdwardP02798144,False,0x9b5a610a4eee291195a9bd14770c67a91cd094a5,284,,1639848,31182
stephenwow107,True,0x7bb9dccc97052ddef05141897fe8313fd4ad0418,651,,1042108,5706
ncsk111,True,0x0476d8c1a93064d7ec642798c8259d7bc0ea40d3,526,0x3ef0afa6d6040366398aa7964834ede2ea359876,1580121,4660
ahmedkhalid1852,True,0x39cc43b3068a208ae87042f927fb53b85586c654,956,0xc9ebb11b7d6422f2d71ba27e080514c45323544a,1916845,3945
NOS27455547,True,0x793cf10f2542ad8a98b5951f632bf8526bc2ac63,1589,,5562603,7628
mypuk,True,0x4802a5efa154763dc5f4fd371dd7350948d1d6be,317,,900712,1494
dimetrio_Z,True,0xcdfdb391a0a86c4e0a0a6f362410d0ffe5d87ae5,370,,21074745,1178
nichtfrank,True,0x96a4a06067509b516d47be4cbbad30c4d33e200e,330,0x8c12ce6e35b1d4675d3dbe9799a4a10467838dcc,662468,2844
bincw859,True,0x9fbd231045675ee720b213643c3fc5d52d257281,762,,1994324,7062
0xuep,True,0xb0720a40d6335df0ac90ff9e4b755217632ca78c,108,0xf8f2a45b92309f63759d0203a1574f417daa001b,905695,41578
Dashka0522,False,0x479857e049b20c5884c81e4dcedf4ba6f2b82b48,578,,9955885,3818
rumblebear23,True,0xa784e835184e63b8c3809374b847a52cb50bca82,946,,5968033,5470
cajucrypto,True,0xc40137181d7d7e61a2098673000c4b4494b06785,213,0x28f43c350c7b7b4e708886d248919d7a7c7d0b00,1324044,2585
gizbarcap,True,0x6a815735471dbd0f85c51b115b728a247abe0cf4,1369,,11898222,143796
alex_jack8,True,0x80a00ef07c5889be2c5f6e05a951ee9adb6940c0,1281,,3889785,4820
BalinJeksar,True,0x83c313a675029a79055fe466f42876b9bb5b43d4,191,0x263e864ef8a8733475d24cdf7dc90c19e3d71278,853126,1724
SandyHancockNFT,True,0x7bc9dbe831b4053c2815ad580e3e41ead2070573,369,,2017854,3351
foryet,False,0xbafc5b52c21a655d6eff4f496543ffcb105b7fab,952,,11675013,1460
cinderella9978,True,0xabe2f901cec5eb03b8ca6357f068b0bde6ba004b,1022,,1932130,948
miwakulinich,True,0x2a6775142c0a88231454d2a11ea5a4107b022998,1019,,2280374,3172
MatildeGleichn1,True,0xa643b01b756976b2d65d5f16c13cdea31f16d144,449,,804061,2019
sweetdaylight86,True,0xad449f83cc8c731b3f9388eacdff4f39d30eeee0,661,,4643682,13967
ND9O1urdMsPR9Bz,True,0x74fd379a494ba1e5396130693118a6a5ac522812,411,,2971268,5667
GreYSeM2,True,0x65ee472fa8a76555a1cb72510e3d1da5f1662214,372,,3191315,3601
star13o,True,0xd93f65a4171e83b9d15f5f28ee3ffd5bf5144ebc,201,0x00f312b5191fe165b601e00a10c1ddc3ec2efe87,1542544,10104
tobedispreneur,True,0xd8aaa186db7214926cdd4c8ab5ef1d919913402f,137,,933409,3257
cryptonianstan,True,0x383579950a8ce7a34709c6b86daaacdd3e9ce034,180,,1803143,4565
SEONG_1027,False,0xda11c7475da3d28bc7f041851e640ff88d00e9b5,809,0xa364b968678bd4e61a869e56527ddff918f92914,3224603,1763
ViktorTirov,False,0x29b5605052d1ed4e497353eb8ccc25a9d9173dbf,493,,1220273,1655
FerrandiniLoic,True,0x83eb2b807af24ba380e4cfc1077556a6dc4c4451,292,,2940851,8640
RaisCamille,False,0x1b90b46f9bd6bdcf0addc4d0601dfad832fdb1bd,323,,1159625,85915
cbc011108,True,0xabb62593d88e7c08f53e5bf055b31e0ee0e59820,550,,2127469,799
tekketab,False,0x9eb3feaedccd9b364d5c316888b47ed21c9b48b3,841,,1417509,5177
morezvani11,True,0x6df76a4186cf6605839c55ec247cdd59b4cff508,1438,0xe36ce3830b0149064854a8a273359a4c8d715c1b,3448701,1890
drden4ik9524,True,0x590a8c069eacb40d409130e67dd4ef06b1136cfc,123,0x68e34ea2c377e85d97b206ac670aed9e79b7533e,17007066,5848
aseban11,True,0x444111cd376893afcd7405239ce72b64d5a22958,603,0x20959012e9e6156b456d54561a3a0d970c6684eb,435052,7432
thedamaja92,True,0xe568b61773f6eddd6354382c733715dd26d01154,659,,12139494,842
buballer02,False,0xd9366e6595ab1a5c137c605a6b90737aa8725f0f,77,,308640,14513
Zasc214,True,0x99eb80b4702cec059ce3fd8b062efc12d598f81b,622,,2688116,1791
Btoketh,True,0x708621fea6a3e127f775886f4fcc5a7edc6cc736,393,0x3b28fcf3db0a8285a342d896e49e4c3593bceae1,1460267,2262
spaunsell,True,0x08eafda6638457c05c210df7bc7331ce01b8fa3a,565,,1445981,17335
maband1s,False,0xae135ca4f3d3cf38d0e9ae6b3e7a3b3523b65d2c,560,0x8c491c70b8a4fd70f6cdfaa93d5bc3efc647ab14,19818627,120
alisarialtun,True,0xa4a2ffe1538f429e8d5a21adab35085f680b1a4a,266,0x5360a41e740f9cbed840f1cffe715a7ec765ab5f,38393513,18411
merir99,True,0x1ac1a90b1dcd33f7979be3afa9dcd3b70b8a76a0,1033,,4730233,14664
BonappX,True,0x4689c290ab2622f7e9c419c1b9f46880e060ecb3,410,,2475481,845
Nikolay51794922,True,0xe3938be622ed7675e87cd299331147fe220519be,675,,2531670,543
darkforestcap,False,0xb188daddde4df91fd4cc4aadc5334873099d4b94,145,0x5476913b792ec3fdbbd139fb7952871e80812443,652918,17670
xquterio,False,0x9c303de078c7252964059cb252d0dce2bdaa568f,887,0x97a292c2d2b90932c8dc95dd2db7c54800a9e996,1857473,1884
nononoresory,True,0xc4dc55f23cec94e43282d88818558a2cec0180e0,310,0xb2a776adbadf53c430506bb8d372cb382706aa67,26612195,2523
mrthanhnam,False,0x1db30c74a4d16cdfee29680ca4637ec12ac55ec7,800,0xda68d380ac60e08fcf69a74169075225f41add80,904308,1380
Lenasamakaiser,True,0x5d0c0ff544577782231952d2d6f46344162eef21,635,,2301324,2544
Aleksey_Foman,True,0x741b150a2d750c304401a569bad735e0cfc363d7,335,0xd3b8512a53799dd620a32699977ba0bad9a9e5b2,40116570,1228
Baltazar Targaryen,False,0x0737e13072468d682d8e723c8f91691c19d32814,507,,34073992,4154
aniridnepr,False,0xddbc1841be23b2ab55501deb4d6bc39e3f8aa2d7,216,,5171473,575621
Elena32021269,True,0x4872a286645a3733daff9abc1d196fd4704b5c9b,331,,8763111,3884
thecryptolark,False,0x468cb54a3821d8b0129c42ea6adf12748d97fd98,246,0xf36eb1c96e72bd9b163524fb6ba3755e99383a2a,1729154,220020
meta52088,True,0xca6fc215f5bdbf501a8ae6245f106ea1fc8a323a,354,,20809872,1546
kesava_crypto,True,0x80b369eb56073259f238fa6bc4c6e13240d601e2,651,,1773924,1428
cptawe,True,0x322292a046eb607b95174aba3cd5edbe80b621c0,647,,19845821,25282
m3dama1,True,0xc64284527b04a48c6673df62f5b48188ccfdf658,553,,3640030,7056
foren_lord,True,0xb0b223e2402a8f301c0551d4847a5712a7236b2a,361,,4680840,5450
BTC_CRO,True,0xcd54cc88ac8bb4f437937b5dfa9c341570c6169b,94,0x7710881b9198e8e122f3dc3708f21e0bd56365c7,1126358,51212
DeborahHoods,True,0x2e71f6147b1f28c2b9ccc2d4a566b86b7a52298e,139,0xb19a5fabfc1ae091aabb7494eb7042efcd3b3af0,327033,1448
suraj_navgire,False,0xfa2ec4b072b7cdd81ecab0e8b433892a60c2d562,652,,1472105,27218
qwerlzq,True,0xe17e85e91b3c04025baf4dd23adcedc7a7e7ce12,958,,3603121,32597
Seulki851226,True,0x17e8a43ee27e57491777f4f3d3c507300ace2518,541,,4009251,15224
runmakai,True,0x8aa60881dde54833fd2e2186ee7a9661440c16a1,1237,,3626249,13191
Melodream16,True,0xe49806f5be7f3101843ac8af91a6aa47ecc0ef36,195,,863065,4682
0xfure,True,0x91ae6b383fba985f6641d46aa4f6be41f081e347,347,,3595712,3660
mahmoodpejman,True,0x5ee110a1c93fd113a35e08bcbd5b25d20ad78053,2362,,4944401,946
cherrrylicious,True,0x946dc45faf4c64bf98fa79bde6099ae1d1c7aa34,282,,3682961,19490
Runner24496012,True,0xd6cf8c0033ba3e7e205b9aa1bedc559eda980af9,384,0x9aae4f096cbc4a443e85ef29eab6962147891aec,6802086,1012
CSDONG1,True,0xe45d10c00575a68a97a81645916036305bab3fba,552,,2067399,24066
hossein_rabani,True,0x07bab9184eae3e2ab3a5b487f3206de16448ad64,3868,,8656200,5660
Ricardo_averill,True,0x1b5674d5b45e61bedab72d86cd4bbd1f076b1408,755,,2068395,1917
harrypark7361,True,0x7f8240e47754521f59c0e005e64e8c25a7f46f02,373,,4820540,5752
jarvanes1,True,0xd99476c509706c1ea814f6d6a7c3050ced14c9be,1071,,23442923,22399
2409YI,False,0x281c295eafd5a0e18ad5dfa23a33727d0008c23c,429,0x24eed536d1fad79a85634740a46064923b097813,1736227,1034
HappyBuddha99,False,0xbc1934f548417f79ab10138b57716fbc7c25c177,820,,12575789,1943410
TinaHowardNFT,True,0x530c0e433d1833d681604847e9d08e0cc37d5cc5,397,,1979758,3355
Borodovich21,True,0x1522c627472ce025df05d9630fa51779683ba698,427,,6337846,1284
washieth,True,0x9ac49d2ff6d3cafb8811d3de84cfe065b55cdfff,349,0xd4a1b4baef7c541ceddc48fa746dd3809ab2f2ca,48275375,154793
soroushtwt,True,0x22b921ca1d8d120061ad52a15106f164b5cf7591,297,,2005615,3208
tafa42,False,0x7be9f74e73f1d1ace72d0e234202b9d079309db3,300,,2271291,82481
fullsoon,True,0xf253b0baf314fffae6ebee36880563253071ce05,1038,,3214960,1083
rezapm72,True,0x5aa883519271e3f4f76260dc4d5ddb341156642b,368,,1502646,67082
luckbox8,False,0x79f06c6b737b65b800efc87d9e97a90b8bbb2b3f,241,,42748100,85080
grkmq31235nwr,True,0xa52490fd0668c0d3c98c3b2878ff82a4b8e56857,582,0xe3d301530ac7f245edd4e01a1ca5173e55682e60,8303234,2119
hamarz4,True,0x8b9bcd0e2df2987912bac416518af0799cbe349f,1732,,5429046,783
Flo_ioC,True,0x8f6f5ccad7a126c14a39d4b0251d06cea2b856a4,466,,1893734,34937
Pawe33832831,True,0x950a89611a5858a4d8501776001584c806eccd14,361,,2299262,11309
JBluebells,True,0x4c28b7a52cf9b44b7f775a0660fb09c41694ee7b,673,,2047232,2959
bev_ua,False,0x3c3595b9923a1d1405fb76d17277f64244ec570d,1472,,4687752,4650
arashb122,True,0x85332b5a8695d5b944983e7b7962134af2dcebd4,317,,1851243,5841
MasBondq10,True,0x2f43eedaee56684b3d5885c98f22aa5abf200e03,313,,1241487,4060
diamondaceman,True,0x54ba36887df439a10e3fa6e6f47e5418b2475ac8,198,0x7c7aa028c09d815a5829faf83205b334bc609a74,10427254,12310
ChangMarkers,True,0x25f882cdf71629440315afe62bc0c076f9218ccf,224,,73789886,4603
TailonMendes,True,0x6c9258895ffbe2178b3edefe09af304a1e99bf2f,629,,2728386,1496
Vova67251524,True,0x0f26fe7284c3fe32721a4c0b0300d99225010553,1005,0x7314618e40d0d30c5af017a09da066cf50db0c17,2414349,1200
CYmml8x2rKDDRCz,True,0x587cbde67de3de091361bf5bea1a87f0883a96c2,1244,,4574086,8786
sainwala,True,0xe76d0d3c7af5fa2c0806f221cba88d7e044178aa,628,,1750592,1371
GHvsm97,True,0xb8deaede50a4a40d71217d028cc4eaccfe718b5f,987,0xe10ad3b922b96309437f679b1d92a40801e9fb49,1642974,1157
K_____i_____d,False,0x55247b3505cdecaa01f516fdf27741f2820ee387,476,,3731336,2303
charlieccr3,False,0x097116627fe9d707b1c571a7a1313ceaa99f11a4,223,,4441496,59395
mookiemcgee1,False,0xddf8da887a1d5c07d05a948856b79dab091efc78,451,0x83cd1f208d781ada37b82c53791effbf94be05f3,8489344,84718
yenvuhai1,True,0x3bf124372c36a8a946010e4899dd45586d82c481,436,,1093403,24294
murphys1d,False,0x64d67bc86dbf8be384d1c4871870e96972b36a53,256,0xa0a0406d9564948fde6a04f5a028262d3c2f4fd9,19734156,39011
HuarezRaule,True,0x2b40ee2c5abfb73dffe150a9dfe97986d8d66912,290,,1761070,3307
hjdg,True,0xbb63203fa253b667f1d8d591954f5a14ba5613e2,785,,2293482,14792
segatimes,True,0x120e3e0d76e21db42b2812e45630b248fcee8bf8,421,,7963347,279
GimeAgustina,True,0x397183b0baf27c7ecb899f11d2108407d2e3f6db,2918,,1363989,2138
retaroou,True,0x07c9f747887280a6efc930fb0fd4f36c2298f109,318,,2008096,2476
amin656111,True,0x1c0adf1f864339d8a5055472f0693cc3ac04a5b3,636,0x85f9e4495a343b9906bfb6a9752b144dc2b45cb4,1196368,6508
zeynoeliss,True,0x0b6ae453607d218c9c2863ae4c173673a10b9cd9,593,0xca3998232ede6419357106499cdb4beb5cd655a1,1161930,4595
mbsyaya,True,0x6d1afe57141eaf3e99d0a49e6563409baff240d0,707,,1549207,2758
wcd213,False,0xb889ce7b7faa6faaa09704bcd232493044505727,669,0xc632622fa1a85a9448bcd5f10d3729054d75be54,2264864,2217
CrivariBrino,True,0x97c34f5d7de602f0c31c9e4d8c2cf2e3d4234c8b,412,,1403849,8730
JaekooC,True,0x79d63bb8936d8467db6ea449efd35fb05a1a576a,556,0xd5f2e389c688778da9e73d97ce27df40ee087220,1727820,1733
artem888888q,False,0xe44673d44c46dc2e8c336778bcff18ff56510a21,647,0x9877faae36b0f8ceac834ba617b3c72133815cc6,3468624,2411
belbella_3,True,0x0f34f75891f74717af650835bfa89b6bc7610aa1,1272,,1365555,1933
JamsaUmer,True,0xff36b9cb75c9178841d8b75baf9776bfa59fbe9d,651,0x95d16c3cbf4bdee6c2400f47bd702289825ac118,2678704,5870
nokaso4,True,0x027dbae8cae90469d2e9ebc6e93ab8a0938d9de0,722,,3309825,16711
potapota8000,True,0x73064f6c1c5dad8d917782aec16ab564feb3c011,452,,18908506,11043
HowellMattie,True,0x629b31bbbbd7656089d8141ed5b4d97067670876,2823,,17212334,2143
gurudevweb,True,0xcdd59747604028d250bc2c81e367bb1ad149a23e,942,,2426102,9187
pramudinAlways,True,0xc40e5cf49f7507041b68d63ce301d0074e3f565a,554,,1523210,2196
drc303,False,0xd50c36ccc8ac4e7f7db8557309971d6a6638ff3d,343,,3642148,11079
RESsvxHn4rOrm7X,True,0x4b907410860f89571ab1a7130259d3443fa077e1,385,,42030591,1229
EzraiNFT,True,0x194cc57b57c8eca514fdf58bac8cfad5e20e133d,1646,,904531,2525
moxian01,False,0x856cfdcb8ab0189c8bd63c22d34a6170e2d081c5,1085,,3560886,1313
b_mathiyarasu,True,0x16862662b5a97e696f76fd05b64c5bf00db6320e,256,,1900786,3854
huangshaoqon26,True,0x0e440bd9798ad22cb8fd6f1a433f2f16e8786770,802,,1898054,19156
_xNytx_,True,0x9c686594fbed734f5041e0202754f245af6c36b5,2234,,9782810,79487
AkS38459221,True,0xa2d9bce0390beebbaf176c81868da7f987c383bc,433,,4736102,9847
Trololokio,True,0xc6505cea4d1b01228149ba6ce6c93f67cbab631a,322,0xb27c40ed2a8d97c1eea764d154ceb256b26c0754,2296111,2806
abjantut,True,0x851e57ad020cc2dc23f3210146952538bb043a5a,902,,2156969,172
Yo_Cryptooooooo,True,0x70675b0fffd9be1739ebfd8d70033a2a0d67727e,472,,614605,5148
xzlaf,False,0xed84fef1f27958b56a404d4c99ab8d352490b6fd,327,,541377,5813
Cryptobkjack,True,0xfd7bd29e1050932829c1fc080ea42d7394c42847,143,,1185802,243
KennethFlann,True,0x80cb7024a13567678dfbc429db72342fc772fc3a,382,,1589731,3014
lordmolen6,True,0x2439fc7945140acdfcdef82da4ec7d914c6f5009,391,,3278884,4798
rockot_dark,True,0x36bf801362695ba51cb96da42e688bd358423ab8,582,,1357079,2250
Ightorn2,True,0xe3cfbfe64f0c88ec31da102775f0804d237f2116,538,,5812380,5248
Kx35302935,True,0x883eb80c3a9591e8647c11d75fcbeec2ce0ef057,1472,,5843072,6754
abuztrade,False,0x166a2da46e4d37a162beba9d88626d805c75aa4a,652,,517597,237
Alexsius_crypto,False,0xabec53ad5bafc9088d7140dd517a924d43564fe0,1118,,3287134,1193
flowflow191919,True,0xd665d79e2bc1ad491b06b8cb00ab59404bac7a49,952,,2946638,1710
ky_researcher,True,0x2ee3300306c156948947a9c63959e89d9d60824f,317,,1443239,15452
LeDuyNguyen,True,0x487b4705d624b1ecbdc490fa0d645b7421e7c8a4,1309,,2644772,3262
wajdinawafleh,True,0x03d6968f256d052e9e7777361c3ae4bd266088af,207,0xfd3b6e5b896781c24d7b57d6ca9bf448dba0305c,668502,2348
dimonstupak,True,0xa861a6a2ad804ad1a74df8410502910e6c04480a,783,,1880010,1919
anti_natalism_,True,0xb7396d65ac352471dbbeffc94baf8ef3a7251a6b,373,,905132,2311
Bardanaba,True,0xe7868b24a6dcbc06b299b0853fdb8a6f12d676a4,10976,,5420580,131
harvey8181,False,0x08d8db85ad681fa6a80c0d1fab9312f00d1a1888,304,0x6821715d0d76d13265beb5146d4512d3f941f266,980601,8557
cryptocourses,True,0xd0b74bae747a7756644b1f453577449055693a6c,493,,968901,5194
cryprobull,True,0xb4a726f320b429730b2f1d2165c2ce06b9328085,481,,1082361,2556
drone_,True,0x85ef33d5a8682a6726f1dd27e4cd97561b593b1e,435,,1822862,1030
crypto_faria,True,0x23fcd104a217f316dbfa66efcef38f0a084971ad,420,0x1ffcfba9f0b17f6015da74761bf808a7fab4eb96,1655268,1848
leonidasx7,True,0x329ca7ed4e587e4de224d911e4e60f589879f853,267,,1060334,5284
mooselong1983,True,0xc1d1cc2add1a2ae568080e36655a3cad4ba101d0,316,,2143046,8557
Adrian39529063,True,0xc982118a5a77f6f1bd76300b772a735c0dec004b,674,,20560283,5830
xeth_one,True,0xdb68063aaf87f1d9dcf3f8d4eddb33a06a4c710e,635,,5038341,1450
MikhailoMorgul,True,0x1778cb9fd8d489c740568a9bf16004d948d9b6bf,37,,317570,5990
definomade,True,0x0e30ef35e75fca07cd3063f26d29799c521bbc1c,217,,1119976,20262
airplan93,True,0x785ac5cf0f5e7bcc47e9f541737f635e76e14933,297,,2059972,4808
knownothingLL,True,0x55ec0220975ff00a30484a76e125f76c248338c1,585,0x13e5ee294d618a9c67a197ec7ddfd28d34d4de07,851047,1959
fiiratsayiin,False,0xab0149b4464dc8a544e30ee043ef12e212d9da17,99,,332856,5605
amir007_eth,True,0x1a74d0285a569120aa2836cb2b0fa58038adb800,556,0x229ade1d7d56a96aaa10046daa1eba56aba27e0f,1026189,2625
kktweet14,True,0xbc6d606226130c45be14bc1eebccf3a9daf4b5cf,233,,1356240,4300
salamalfahad57,True,0x2c6c246b53caf8ff134e5d9874a29aa393419adb,1086,,2671729,3541
LPspacetaker2,True,0x0eed72488de71076f950844096d8febbadd501ba,2422,,3510782,3070
mr_stillalive,False,0x7a6cbd7a4562021fbdc0ac328c6c572fd703087a,190,,2365200,83584
itechburo,True,0x1d7ad01ba1b4e1daa20bd4c0de4d495cceeb2442,445,,38159514,5948
rinat86576316,True,0xf16bad2871913d47065b340c572b31427f0814a5,303,,10620248,1707
TarekMab,True,0x90304795fab3ec9f6c453b659489960578259d61,196,,1223146,7588
vhungcc,True,0x563d27dd2e9f36157c658501222a7cb23f690c28,2917,,11649880,4466
0x_444,True,0x7d4588c83df708008e5c3f3ece3682e266ff1cc1,244,,1006644,4865
varunmsit,True,0x0d6c12b35fa5c8ca84b14918216662e98583d900,366,,1734533,1722
cmfthomas,True,0x88b4f47ff1d5fce6a576ad19ac53941fc302cfe2,130,0x6d099b6f104cb3b8f596f1ef58920a99b13aba71,2458842,9528
Gravy4334,False,0xd2e74de1efc69bfd61eaae271c84a439bee8df71,451,0xf5fff9080782757d97a6fa7320c5649e98a90f2e,1893025,4998
swellismylife,True,0x27288f22e59a8b44b61418020d36defe7b4d1da8,432,,1099097,1256
Deborah43633124,True,0x83037d633813d101299a84e5b131e19305fdfd1d,719,,38289633,48794
kyraaa2109,True,0x3ffc8b9721f96776bef8468f48f65e0ca573fcf2,153,,670434,18514
draconnia,True,0x5ce8d5bf65bf624898eff3b7d673d3d291ef962f,125,,31668647,3097
KlanetV,True,0xf1456351e1a931952c41ec940cc0ecbdc6c56b6c,353,,1810337,3210
IngValik,True,0xd08da3621a547d7d7cb07425e6aa6679c566e40f,706,0xb1bd043a8efa346b9b0def53617840820c975583,3223680,1021
Aforceone1,True,0xd0793c144c7e09c3d7e0da7a8384c31d0577f838,421,0xc5d71e7abe063ed67f6e58064db99a0cddc40fc1,1638125,14424
pmbrsantos,False,0xbb32736429374a891fc7524a0d9e769504e8caa6,128,,1399658,224576
0xRebi,True,0x0a180de4cc4463ddcd4ec1adb6512831ac34d86e,670,0x9ea5cc8da5100f6ca6e046b3500368b5a4664891,1718437,2054
sanyalyange,True,0x4f294e5dea9d3b1139960a8ba766908ed19fbd33,670,,38361658,3295
MrMcCryptoface,True,0x9be8302d10dfb2f756a3f60e6d25e527d7787259,394,,1776222,134
hidekishock,True,0xdb432d0aa38ddd4ecc0d9e2b41433a284ba1d14b,399,,1416031,8819
dimapueth,True,0xce9c4f1e489aa67102633cfc4f9efbb0680c4905,453,,14383750,4867
traveloitan,True,0xaa8bdb60ee28e7616bfe4867f58bfe4edf858271,618,,2045441,7050
hakobbaghdasar1,True,0x9d03ad4ece8720f6cfcaf018312cab32e1e3129c,1685,,43078224,492
MichaGowacki11,True,0xc5f17c199bd1215ff0730106feb890b60356cf8a,281,,1396475,4838
AliSajadi5513,True,0x9da17a5cd4f11cd7af416e801d9c3bebe21adadd,595,0xaeffd10113bde48c83a1b632f6547400a4cc6da7,1980493,828
DanielBrouard1,True,0x1807da8bed3d1c5be2a32de3838e3d2649059a5f,221,0x4bffb9d65dd8b6a190404ab65fd946d119cb9847,1584801,3435
azimutFTW,True,0xe54d2843d4689927f9fbe16187cc28ae819542b0,603,,1904289,1690
Oleg_Gorandell,True,0xbaf2e0ee1bdcac3e89e15f004130e7eeda4823a8,226,,557741,392
aliab3dcrypto,True,0x11a7dcf5beb6c04e6ae72c74870c6ca3f0d1afd9,1008,,2001040,4529
SiegfriedReimer,True,0x8e055a7ccdce910c256a36585f5f929d2c889a1a,255,,1608843,25617
A_Warhol001,False,0x465050115c77566c87344b740a40095444bc0205,2557,0x8c032b0aa6bb013e520be9793c3de85012a89832,7819227,5223
LemanMackenzie,True,0x3f9f2e1dd3b92ddec8bc4e1cfa7df00a1b975dd8,315,,2252900,3195
Kattie59,False,0x286e7c578f188cccc123075f7045b183ce85bc05,1142,,1669215,5135
TerraAlaric,True,0x8a4f08b46438851d9a1ea0c6ebff41a07f07b61d,300,,1201799,9715
stalkmen_x,True,0x0ee9e2893a8b985d31f9568be2260d96ffe7a447,500,,1887856,1163
AlfonsoSander15,True,0x32b0d0449c0e93f9a9e2a6f86f0915608a588be1,639,,38980910,9718
moistest_eth,False,0xb39a6b4cb933aab3c30da765acf26c4c00a4bf11,109,0x1483d20a787080538a954802af319882506b56fe,920146,17501
Forward70523575,False,0xde8984a4ffdd70c9625337e2ea2773593c705250,1613,,2815953,750
VYACHES53588003,True,0xef0c3b671f2fcb690a7948fbfa59640ab713eb7d,1181,0x5a8e0b9be8c913f5ceed1210521a3136d92a4f14,1011451,1164
anhthu9303,True,0xd15de2990b4c30a6a00b2dcf605a120058fe6f26,419,,1601104,2562
nmr_nuno,True,0x3774539539a91ba9dbcfba5802fcbdbb8a40f45f,335,0x5f344fbec3dfaad4e8fa31526aadaa99a7aa6532,958926,648
oglawpanda,True,0x186e20ae3530520c9f3e6c46f2f5d1062b784761,207,,1051739,28479
crytogazua,True,0x05054c258af0d56cab3c98b3923e93966fe797a3,268,0x739ad800ab3751af6a58c3a532626af12f22675e,796376,6985
SophiaHawCRYPTO,False,0x0d976ecb0839ddddba6d0610bea4e89593297809,390,,2062923,2916
sarveshagra,True,0x2e4c1778f8f4d28f61f4676d9f4a75b37c88c26c,826,,1025473,4698
AminKfkfkf,True,0x0f39a234676a145a1a944c6666b500ac8a16d74f,1698,,4075985,2915
libovski5,True,0xc3ab2c2eb604f159c842d9cadabba2d6254c43d5,962,0xbd40eb805e7fbaa89a514c9e93092e7778bf40ca,6594643,15708
